Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 393:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

393 12(CODE) method changeListener(e)
    'method'(IDENTIFIER) 'changeListener'(IDENTIFIER) '('(LITERAL) 'e'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 393:20 [1] 'changeListener'(IDENTIFIER)
>>>ADVANCE 393:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 393:35 [3] 'e'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'e'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER e
>>>ADVANCE 393:36 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 394:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 394:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

394 12(CODE) method $sendDeltaQueue()
    'method'(IDENTIFIER) '$sendDeltaQueue'(IDENTIFIER) '('(LITERAL) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 394:20 [1] '$sendDeltaQueue'(IDENTIFIER)
>>>ADVANCE 394:35 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 394:36 [3] ')'(LITERAL)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 397:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 397:9 [0] 'class'(IDENTIFIER)
freeForm Mode .lexer.indent:8 block indent:12 parentIndent:8
END freeFormMode [Body] blockIndent:12, get SeparatedList of [Statement] by ';' closer: -no closer-
                Parsed OK!-> Body
              Parsed OK!-> ClassDeclaration
            Parsed OK!-> Statement
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'class'(IDENTIFIER)

397 8(CODE) class HashHandler
    'class'(IDENTIFIER) 'HashHandler'(IDENTIFIER)

              Statement TRY ClassDeclaration on 'class'(IDENTIFIER)
                ClassDeclaration matched OK: class class
>>>ADVANCE 397:15 [1] 'HashHandler'(IDENTIFIER)
                ClassDeclaration matched OK: IDENTIFIER HashHandler
>>>ADVANCE 398:0 [-1] ' '(NEWLINE)
                ClassDeclaration TRY Body on ' '(NEWLINE)
                  Body matched OK: NEWLINE  
>>>ADVANCE 398:13 [0] 'constructor'(IDENTIFIER)
optFreeFormList [Body] parentname:HashHandler parentIndent:8, blockIndent:12, get SeparatedList of [Statement] by ';' closer: -no-
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'constructor'(IDENTIFIER)

398 12(CODE) constructor new HashHandler (config, platform)
    'constructor'(IDENTIFIER) 'new'(IDENTIFIER) 'HashHandler'(IDENTIFIER) '('(LITERAL) 'config'(IDENTIFIER) ','(LITERAL) 'platform'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY ConstructorDeclaration on 'constructor'(IDENTIFIER)
                      ConstructorDeclaration matched OK: constructor constructor
>>>ADVANCE 398:25 [1] 'new'(IDENTIFIER)
                      ConstructorDeclaration matched OK: new new
>>>ADVANCE 398:29 [2] 'HashHandler'(IDENTIFIER)
                      ConstructorDeclaration matched OK: IDENTIFIER HashHandler
>>>ADVANCE 398:41 [3] '('(LITERAL)
                      ConstructorDeclaration matched OK: ( (
>>>ADVANCE 398:42 [4] 'config'(IDENTIFIER)
optSeparatedList [ConstructorDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      ConstructorDeclaration TRY VariableDecl on 'config'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER config
>>>ADVANCE 398:48 [5] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      ConstructorDeclaration matched OK: , ,
>>>ADVANCE 398:50 [6] 'platform'(IDENTIFIER)
                      ConstructorDeclaration TRY VariableDecl on 'platform'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER platform
>>>ADVANCE 398:58 [7] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      ConstructorDeclaration matched OK: ) )
>>>ADVANCE 400:0 [-1] ' '(NEWLINE)
                      ConstructorDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> ConstructorDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 400:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

400 12(CODE) method addCommand(command)
    'method'(IDENTIFIER) 'addCommand'(IDENTIFIER) '('(LITERAL) 'command'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 400:20 [1] 'addCommand'(IDENTIFIER)
>>>ADVANCE 400:30 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 400:31 [3] 'command'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'command'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER command
>>>ADVANCE 400:38 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 401:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 401:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

401 12(CODE) method removeCommand(command)
    'method'(IDENTIFIER) 'removeCommand'(IDENTIFIER) '('(LITERAL) 'command'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 401:20 [1] 'removeCommand'(IDENTIFIER)
>>>ADVANCE 401:33 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 401:34 [3] 'command'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'command'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER command
>>>ADVANCE 401:41 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 402:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 402:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

402 12(CODE) method bindKey(key, command)
    'method'(IDENTIFIER) 'bindKey'(IDENTIFIER) '('(LITERAL) 'key'(IDENTIFIER) ','(LITERAL) 'command'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 402:20 [1] 'bindKey'(IDENTIFIER)
>>>ADVANCE 402:27 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 402:28 [3] 'key'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'key'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER key
>>>ADVANCE 402:31 [4] ','(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: , ,
>>>ADVANCE 402:33 [5] 'command'(IDENTIFIER)
                      MethodDeclaration TRY VariableDecl on 'command'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER command
>>>ADVANCE 402:40 [6] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 403:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 403:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

403 12(CODE) method addCommands(commands)
    'method'(IDENTIFIER) 'addCommands'(IDENTIFIER) '('(LITERAL) 'commands'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 403:20 [1] 'addCommands'(IDENTIFIER)
>>>ADVANCE 403:31 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 403:32 [3] 'commands'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'commands'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER commands
>>>ADVANCE 403:40 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 404:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 404:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

404 12(CODE) method removeCommands(commands)
    'method'(IDENTIFIER) 'removeCommands'(IDENTIFIER) '('(LITERAL) 'commands'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 404:20 [1] 'removeCommands'(IDENTIFIER)
>>>ADVANCE 404:34 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 404:35 [3] 'commands'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'commands'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER commands
>>>ADVANCE 404:43 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 405:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 405:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

405 12(CODE) method bindKeys(keyList)
    'method'(IDENTIFIER) 'bindKeys'(IDENTIFIER) '('(LITERAL) 'keyList'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 405:20 [1] 'bindKeys'(IDENTIFIER)
>>>ADVANCE 405:28 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 405:29 [3] 'keyList'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'keyList'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER keyList
>>>ADVANCE 405:36 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 406:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 406:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

406 12(CODE) method _buildKeyHash(command)
    'method'(IDENTIFIER) '_buildKeyHash'(IDENTIFIER) '('(LITERAL) 'command'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 406:20 [1] '_buildKeyHash'(IDENTIFIER)
>>>ADVANCE 406:33 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 406:34 [3] 'command'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'command'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER command
>>>ADVANCE 406:41 [4] ')'(LITERAL)
                      Parsed OK!-> VariableDecl
                      MethodDeclaration matched OK: ) )
>>>ADVANCE 407:0 [-1] ' '(NEWLINE)
                      MethodDeclaration TRY Body on ' '(NEWLINE)
                      Parsed OK!-> Body
                    Parsed OK!-> MethodDeclaration
                  Parsed OK!-> Statement
                  Body matched OK: NEWLINE  
>>>ADVANCE 407:13 [0] 'method'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                  Body TRY Statement on 'method'(IDENTIFIER)

407 12(CODE) method parseKeys(keys)
    'method'(IDENTIFIER) 'parseKeys'(IDENTIFIER) '('(LITERAL) 'keys'(IDENTIFIER) ')'(LITERAL)

                    Statement TRY MethodDeclaration on 'method'(IDENTIFIER)
                      MethodDeclaration matched OK: method method
>>>ADVANCE 407:20 [1] 'parseKeys'(IDENTIFIER)
>>>ADVANCE 407:29 [2] '('(LITERAL)
                      MethodDeclaration matched OK: ( (
>>>ADVANCE 407:30 [3] 'keys'(IDENTIFIER)
optSeparatedList [MethodDeclaration] indent:12, get SeparatedList of [VariableDecl] by ',' closer: )
                      MethodDeclaration TRY VariableDecl on 'keys'(IDENTIFIER)
                        VariableDecl matched OK: IDENTIFIER keys
>>>ADVANCE 407:34 [4] ')'(LITERAL)
